player_id,contestantCode,shirt_number,contestantName,player,contestantClubName,contestantShortName,team_uuid,first_name,squad_position,last_name,team_id,date_of_birth,player_uuid,squad_position_detailed,age,attack_overall_apps,attack_overall_mins_played,attack_overall_goals,attack_overall_xg,attack_overall_goals_vs_xg,attack_overall_shots,attack_overall_shots_on_target,attack_overall_shot_conv,attack_overall_xg_per_shot,attack_nonPenalty_np_goals,attack_nonPenalty_np_xg,attack_nonPenalty_np_goals_vs_xg,attack_nonPenalty_np_shots,attack_nonPenalty_np_shots_on_target,attack_nonPenalty_np_shot_conv,attack_nonPenalty_np_xg_per_shot,possession_chanceCreation_mins_played,possession_chanceCreation_apps,possession_chanceCreation_chances_created,possession_chanceCreation_op_chances_created,possession_chanceCreation_chances_per_100_pass,possession_chanceCreation_chances_sp_op_ratio,possession_chanceCreation_xa,possession_chanceCreation_op_xa,possession_chanceCreation_assists,possession_chanceCreation_op_assists,possession_passing_passes,possession_passing_successful_passes,possession_passing_pass_perc,possession_passing_total_final_third_passes,possession_passing_successful_final_third_passes,possession_passing_ft_pass_perc,possession_passing_op_crosses,possession_passing_successful_op_crosses,possession_passing_cross_perc,possession_passing_through_balls,possession_passing_successful_through_balls,possession_passing_through_ball_perc,carries_overall_apps,carries_overall_carries,carries_overall_carry_distance,carries_overall_progressive_carries,carries_overall_progressive_distance,carries_overall_shot_ending,carries_overall_goal_ending,carries_overall_chance_ending,carries_overall_assist_ending,carries_overall_dist_per_carry,carries_overall_dist_per_progressive_carry,defending_overall_tackles,defending_overall_interceptions,defending_overall_recoveries,defending_overall_blocks,defending_overall_clearances,defending_overall_ground_duels,defending_overall_ground_duels_won,defending_overall_ground_duel_perc,defending_overall_aerial_duels,defending_overall_aerial_duels_won,defending_overall_aerial_duel_perc,defending_discipline_yellows,defending_discipline_reds,defending_discipline_fouls_commited,defending_discipline_pens_conceded,defending_discipline_offsides,goalkeeping_overall_apps,goalkeeping_overall_mins_played,goalkeeping_overall_team_mins,goalkeeping_overall_team_mins_perc,goalkeeping_overall_ogs,goalkeeping_overall_goals_conceded,goalkeeping_overall_saves_made,goalkeeping_overall_save_perc,goalkeeping_overall_goals_prevented,goalkeeping_overall_goals_prevented_rate,goalkeeping_overall_xgot_conceded
461188,BUR,12,Burnley FC,Bashir Humphreys,Burnley,Burnley,64bxxwu2mv2qqlv0monbkj1om,Bashir,Defender,Humphreys,90,2003-03-15,7rs22vzcyiy7txf7tlcbwd7ca,Central Defender,23.21,20.0,1578.0,0.0,0.42,-0.42,9.0,3.0,0.0,0.05,0.0,0.42,-0.42,9.0,3.0,0.0,0.05,1578.0,20.0,9.0,9.0,1.07,0.0,0.682,0.681,0.0,0.0,851.0,697.0,81.9,169.0,124.0,73.37,18.0,3.0,16.67,0.0,0.0,0.0,20.0,244.0,2720.473,117.0,1240.89,2.0,0.0,0.0,0.0,11.149,10.606,27.0,11.0,69.0,14.0,84.0,86.0,43.0,50.0,58.0,26.0,44.828,6.0,0.0,14.0,0.0,2.0,,,,,,,,,,,
461195,SUN,3,Sunderland AFC,Dennis Cirkin,Sunderland,Sunderland,1r3545b2dzan8yqa80gtmcjch,Dennis,Defender,Cirkin,56,2002-04-06,b4llr08d8tnltvsnv7agrxnxm,Full Back,24.15,8.0,320.0,0.0,0.08,-0.08,1.0,0.0,0.0,0.08,0.0,0.08,-0.08,1.0,0.0,0.0,0.08,320.0,8.0,0.0,0.0,0.0,0.0,0.027,0.027,0.0,0.0,99.0,77.0,77.78,27.0,18.0,66.67,3.0,1.0,33.33,0.0,0.0,0.0,7.0,26.0,312.787,15.0,188.16,0.0,0.0,0.0,0.0,12.03,12.544,8.0,5.0,8.0,1.0,14.0,25.0,13.0,52.0,10.0,5.0,50.0,2.0,0.0,4.0,0.0,0.0,,,,,,,,,,,
461199,SUN,14,Sunderland AFC,Romaine Mundle,Sunderland,Sunderland,1r3545b2dzan8yqa80gtmcjch,Romaine,Forward,Mundle,56,2003-04-24,7jpzrq4bpes3uc1pkh56sc0oa,Winger,23.1,14.0,400.0,0.0,0.86,-0.86,7.0,2.0,0.0,0.12,0.0,0.86,-0.86,7.0,2.0,0.0,0.12,400.0,14.0,1.0,1.0,0.97,0.0,0.474,0.474,0.0,0.0,104.0,89.0,85.58,40.0,32.0,80.0,11.0,2.0,18.18,0.0,0.0,0.0,13.0,60.0,729.618,22.0,218.61,3.0,0.0,0.0,0.0,12.16,9.937,5.0,1.0,22.0,0.0,6.0,55.0,19.0,34.545,8.0,5.0,62.5,1.0,0.0,7.0,0.0,0.0,,,,,,,,,,,
461446,EVE,62,Everton FC,Tyler Onyango,Everton,Everton,ehd2iemqmschhj2ec0vayztzz,Tyler,Midfielder,Onyango,11,2003-03-04,461446,Central Midfielder,23.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
462116,WHU,25,West Ham United FC,Jean-Clair Todibo,West Ham United,West Ham,4txjdaqveermfryvbfrr4taf7,Jean-Clair,Defender,Todibo,21,1999-12-30,7cp51c8zn7y08iyk0hc9ix5nt,Central Defender,26.42,23.0,1817.0,0.0,0.24,-0.24,2.0,0.0,0.0,0.12,0.0,0.24,-0.24,2.0,0.0,0.0,0.12,1817.0,23.0,5.0,4.0,0.53,0.0,0.334,0.33,1.0,0.0,782.0,683.0,87.34,95.0,62.0,65.26,3.0,0.0,0.0,0.0,0.0,0.0,22.0,181.0,1838.665,96.0,928.41,0.0,0.0,1.0,0.0,10.158,9.671,38.0,17.0,89.0,13.0,98.0,65.0,44.0,67.692,50.0,25.0,50.0,5.0,1.0,8.0,0.0,1.0,,,,,,,,,,,
462424,ARS,2,Arsenal FC,William Saliba,Arsenal,Arsenal,4dsgumo7d4zupm2ugsvm4zm4d,William,Defender,Saliba,3,2001-03-24,65rqu55qbzswixgqw2efna06i,Central Defender,25.19,31.0,2615.0,1.0,0.86,0.14,5.0,1.0,20.0,0.17,1.0,0.86,0.14,5.0,1.0,20.0,0.17,2615.0,31.0,10.0,10.0,0.49,0.0,1.424,1.423,0.0,0.0,2104.0,1954.0,92.87,311.0,258.0,82.96,9.0,4.0,44.44,7.0,2.0,28.57,30.0,393.0,3806.157,225.0,2345.91,0.0,0.0,0.0,0.0,9.685,10.426,35.0,17.0,113.0,7.0,133.0,99.0,58.0,58.586,132.0,73.0,55.303,2.0,0.0,22.0,0.0,1.0,,,,,,,,,,,
463034,CHE,9,Chelsea FC,Liam Delap,Chelsea,Chelsea,9q0arba2kbnywth8bkxlhgmdr,Liam,Forward,Delap,8,2003-02-08,5jk0wq14a8emikh2vh53aw0ve,Striker,23.31,28.0,1102.0,1.0,4.47,-3.47,36.0,11.0,2.78,0.12,1.0,4.47,-3.47,36.0,11.0,2.78,0.12,1102.0,28.0,3.0,3.0,1.6,0.0,0.223,0.223,0.0,0.0,189.0,132.0,69.84,93.0,58.0,62.37,6.0,0.0,0.0,2.0,0.0,0.0,23.0,84.0,921.328,48.0,524.265,6.0,0.0,0.0,0.0,10.968,10.922,5.0,1.0,25.0,0.0,11.0,92.0,34.0,36.957,59.0,25.0,42.373,4.0,0.0,25.0,0.0,5.0,,,,,,,,,,,
463067,BHA,10,Brighton & Hove Albion FC,Georginio Rutter,Brighton & Hove Albion,Brighton,e5p0ehyguld7egzhiedpdnc3w,Georginio,Forward,Rutter,36,2002-04-20,e8ekkg0yayhhmmhinl0v9une,Striker,24.12,32.0,1790.0,3.0,3.02,-0.02,42.0,14.0,7.14,0.07,3.0,3.02,-0.02,42.0,14.0,7.14,0.07,1790.0,32.0,25.0,22.0,5.3,0.0,2.926,2.926,3.0,3.0,436.0,303.0,69.5,227.0,152.0,66.96,21.0,3.0,14.29,8.0,5.0,62.5,32.0,215.0,2564.808,134.0,1620.885,10.0,0.0,5.0,2.0,11.929,12.096,32.0,11.0,60.0,1.0,26.0,233.0,94.0,40.343,50.0,19.0,38.0,2.0,0.0,30.0,0.0,11.0,,,,,,,,,,,
463936,CHE,11,Chelsea FC,Jamie Gittens,Chelsea,Chelsea,9q0arba2kbnywth8bkxlhgmdr,Jamie,Forward,Gittens,8,2004-08-08,c2mwg1uhug0pbgl72uf9b927e,Winger,21.81,16.0,490.0,0.0,0.82,-0.82,10.0,2.0,0.0,0.08,0.0,0.82,-0.82,10.0,2.0,0.0,0.08,490.0,16.0,9.0,7.0,4.7,0.0,0.93,0.93,2.0,2.0,149.0,118.0,79.19,68.0,49.0,72.06,13.0,3.0,23.08,2.0,1.0,50.0,14.0,78.0,1023.415,40.0,467.88,4.0,0.0,6.0,2.0,13.121,11.697,8.0,2.0,15.0,1.0,3.0,49.0,29.0,59.184,10.0,3.0,30.0,0.0,0.0,6.0,0.0,2.0,,,,,,,,,,,
463981,BOU,23,AFC Bournemouth,James Hill,AFC Bournemouth,Bournemouth,1pse9ta7a45pi2w2grjim70ge,James,Defender,Hill,91,2002-01-10,9ea8t509bssf2bhp1n5xxvrl6,Central Defender,24.39,29.0,2104.0,0.0,0.89,-0.89,12.0,2.0,0.0,0.07,0.0,0.89,-0.89,12.0,2.0,0.0,0.07,2104.0,29.0,13.0,8.0,0.78,15.38,1.158,0.947,3.0,2.0,1037.0,806.0,77.72,194.0,81.0,41.75,11.0,2.0,18.18,2.0,2.0,100.0,26.0,208.0,1839.826,111.0,1005.27,0.0,0.0,2.0,2.0,8.845,9.056,39.0,39.0,75.0,14.0,168.0,86.0,52.0,60.465,174.0,114.0,65.517,5.0,0.0,17.0,0.0,2.0,,,,,,,,,,,
465247,MUN,31,Manchester United FC,Senne Lammens,Manchester United,Man Utd,6eqit8ye8aomdsrrq0hk3v7gh,Senne,Goalkeeper,Lammens,1,2002-07-07,398isvyux7zpjiwa2hzsxyc16,Goalkeeper,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,2880.0,3420.0,84.0,2.0,39.0,79.0,66.95,6.49,1.16,43.49
465351,MCI,27,Manchester City FC,Matheus Nunes,Manchester City,Man City,a3nyxabgsqlnqfkeg41m6tnpp,Matheus Luiz,Midfielder,Nunes,43,1998-08-27,3trkre1c81pzretsjsi8jk6sq,Central Midfielder,27.76,34.0,2865.0,1.0,0.35,0.65,7.0,2.0,14.29,0.05,1.0,0.35,0.65,7.0,2.0,14.29,0.05,2865.0,34.0,28.0,23.0,1.09,0.0,2.24,2.203,5.0,5.0,2157.0,1922.0,89.11,704.0,600.0,85.23,66.0,16.0,24.24,5.0,2.0,40.0,34.0,514.0,5575.27,264.0,2820.615,2.0,0.0,6.0,2.0,10.847,10.684,57.0,30.0,169.0,8.0,100.0,198.0,115.0,58.081,69.0,42.0,60.87,5.0,0.0,17.0,1.0,4.0,,,,,,,,,,,
465527,BUR,28,Burnley FC,Hannibal Mejbri,Burnley,Burnley,64bxxwu2mv2qqlv0monbkj1om,Hannibal,Midfielder,Mejbri,90,2003-01-21,artzh7xur73vi2kaso97fl756,Central Midfielder,23.36,27.0,1231.0,1.0,0.89,0.11,19.0,5.0,5.26,0.05,1.0,0.89,0.11,19.0,5.0,5.26,0.05,1231.0,27.0,21.0,16.0,3.32,4.76,2.059,1.958,4.0,4.0,510.0,394.0,77.25,235.0,172.0,73.19,25.0,9.0,36.0,6.0,3.0,50.0,25.0,187.0,2094.295,111.0,1293.18,6.0,0.0,7.0,3.0,11.199,11.65,29.0,8.0,65.0,3.0,7.0,174.0,96.0,55.172,32.0,6.0,18.75,10.0,0.0,24.0,1.0,3.0,,,,,,,,,,,
465642,NEW,12,Newcastle United FC,Malick Thiaw,Newcastle United,Newcastle,7vn2i2kd35zuetw6b38gw9jsz,Malick,Defender,Thiaw,4,2001-08-08,cfpaejad8i9p2r1fj0wx0g222,0,24.81,35.0,2964.0,4.0,4.72,-0.72,28.0,14.0,14.29,0.17,4.0,4.72,-0.72,28.0,14.0,14.29,0.17,2964.0,35.0,6.0,6.0,0.36,0.0,0.973,0.972,0.0,0.0,1695.0,1519.0,89.62,254.0,192.0,75.59,8.0,1.0,12.5,1.0,0.0,0.0,35.0,417.0,4240.15,247.0,2536.275,1.0,0.0,0.0,0.0,10.168,10.268,44.0,31.0,118.0,33.0,184.0,98.0,62.0,63.265,175.0,114.0,65.143,4.0,0.0,24.0,1.0,2.0,,,,,,,,,,,
465680,NFO,15,Nottingham Forest FC,Arnaud Kalimuendo,Nottingham Forest,Nottm Forest,1qtaiy11gswx327s0vkibf70n,Arnaud,Forward,Kalimuendo,17,2002-01-20,dw9fzixumboknmucqgqffurmy,Striker,24.36,9.0,89.0,0.0,0.44,-0.44,4.0,1.0,0.0,0.11,0.0,0.44,-0.44,4.0,1.0,0.0,0.11,89.0,9.0,1.0,1.0,3.57,0.0,0.028,0.028,0.0,0.0,29.0,24.0,82.76,16.0,12.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,116.999,7.0,63.84,2.0,0.0,0.0,0.0,10.636,9.12,1.0,0.0,4.0,0.0,1.0,5.0,1.0,20.0,7.0,4.0,57.143,0.0,0.0,2.0,0.0,1.0,,,,,,,,,,,
465694,MCI,14,Manchester City FC,Nico González,Manchester City,Man City,a3nyxabgsqlnqfkeg41m6tnpp,Nico,Midfielder,González,43,2002-01-03,1bnn3tokzwvl4vvw34yxsq9gq,Central Midfielder,24.41,25.0,1567.0,1.0,0.7,0.3,14.0,2.0,7.14,0.05,1.0,0.7,0.3,14.0,2.0,7.14,0.05,1567.0,25.0,11.0,11.0,0.87,0.0,1.115,1.11,0.0,0.0,1316.0,1189.0,90.35,355.0,299.0,84.23,3.0,1.0,33.33,1.0,0.0,0.0,23.0,276.0,2687.354,143.0,1467.165,2.0,0.0,1.0,0.0,9.737,10.26,42.0,24.0,90.0,6.0,44.0,129.0,72.0,55.814,61.0,33.0,54.098,6.0,0.0,30.0,0.0,0.0,,,,,,,,,,,
465730,BHA,29,Brighton & Hove Albion FC,Maxim De Cuyper,Brighton & Hove Albion,Brighton,e5p0ehyguld7egzhiedpdnc3w,Maxim,Defender,De Cuyper,36,2000-12-22,bjhjz96omjukrg6tj3mny39t6,Full Back,25.44,30.0,1414.0,2.0,1.82,0.18,13.0,6.0,15.38,0.14,2.0,1.82,0.18,13.0,6.0,15.38,0.14,1414.0,30.0,32.0,18.0,2.65,34.38,4.13,2.531,3.0,2.0,692.0,583.0,84.25,188.0,135.0,71.81,39.0,16.0,41.03,1.0,0.0,0.0,27.0,138.0,1373.404,78.0,778.785,0.0,0.0,6.0,1.0,9.952,9.984,23.0,12.0,68.0,2.0,28.0,97.0,51.0,52.577,31.0,10.0,32.258,2.0,0.0,18.0,1.0,1.0,,,,,,,,,,,
466052,MCI,10,Manchester City FC,Rayan Cherki,Manchester City,Man City,a3nyxabgsqlnqfkeg41m6tnpp,Rayan,Midfielder,Cherki,43,2003-08-17,1ehcji0j9s8b0qsj8v5zinjvu,Attacking Midfielder,22.79,33.0,1786.0,4.0,4.13,-0.13,55.0,13.0,7.27,0.08,4.0,4.13,-0.13,55.0,13.0,7.27,0.08,1786.0,33.0,60.0,39.0,3.18,15.0,8.653,7.788,12.0,11.0,1277.0,1104.0,86.45,610.0,480.0,78.69,31.0,10.0,32.26,29.0,13.0,44.83,33.0,475.0,5516.923,247.0,2819.67,23.0,1.0,16.0,7.0,11.615,11.416,26.0,7.0,91.0,1.0,7.0,236.0,111.0,47.034,8.0,1.0,12.5,1.0,0.0,17.0,0.0,1.0,,,,,,,,,,,
466075,ARS,33,Arsenal FC,Riccardo Calafiori,Arsenal,Arsenal,4dsgumo7d4zupm2ugsvm4zm4d,Riccardo,Defender,Calafiori,3,2002-05-19,dhs8pujk55ewcis7y5alchu22,Full Back,24.04,26.0,1707.0,1.0,3.34,-2.34,32.0,8.0,3.12,0.1,1.0,3.34,-2.34,32.0,8.0,3.12,0.1,1707.0,26.0,9.0,7.0,0.94,0.0,0.757,0.734,2.0,1.0,756.0,647.0,85.58,221.0,194.0,87.78,21.0,3.0,14.29,1.0,0.0,0.0,25.0,187.0,2066.866,100.0,1030.365,6.0,0.0,2.0,0.0,11.053,10.304,32.0,15.0,73.0,5.0,50.0,107.0,56.0,52.336,77.0,48.0,62.338,5.0,0.0,26.0,0.0,4.0,,,,,,,,,,,
466525,LEE,18,Leeds United FC,Anton Stach,Leeds United,Leeds,48gk2hpqtsl6p9sx9kjhaydq4,Anton,Midfielder,Stach,2,1998-11-15,az7owi5t4bclkamjsjuyxzv1l,Defensive Midfielder,27.55,29.0,2378.0,5.0,2.92,2.08,55.0,14.0,9.09,0.05,5.0,2.92,2.08,55.0,14.0,9.09,0.05,2378.0,29.0,63.0,30.0,3.31,46.03,4.512,2.072,3.0,2.0,939.0,726.0,77.32,357.0,250.0,70.03,37.0,13.0,35.14,2.0,2.0,100.0,29.0,234.0,2709.071,125.0,1356.6,10.0,1.0,11.0,1.0,11.577,10.853,65.0,20.0,119.0,9.0,52.0,215.0,107.0,49.767,77.0,48.0,62.338,3.0,0.0,36.0,1.0,0.0,,,,,,,,,,,
467189,WHU,1,West Ham United FC,Mads Hermansen,West Ham United,West Ham,4txjdaqveermfryvbfrr4taf7,Mads,Goalkeeper,Hermansen,21,2000-07-11,eobf6cct1dpm7bdqyatg6ejmx,Goalkeeper,25.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1620.0,3420.0,47.0,2.0,28.0,55.0,66.27,-3.13,0.85,22.87
467779,BHA,27,Brighton & Hove Albion FC,Mats Wieffer,Brighton & Hove Albion,Brighton,e5p0ehyguld7egzhiedpdnc3w,Mats,Midfielder,Wieffer,36,1999-11-16,672cwl9zj2d6lce6jda350vvu,Defensive Midfielder,26.54,26.0,1908.0,2.0,1.93,0.07,18.0,6.0,11.11,0.11,2.0,1.93,0.07,18.0,6.0,11.11,0.11,1908.0,26.0,20.0,16.0,1.88,5.0,1.867,1.856,3.0,2.0,881.0,733.0,83.2,244.0,186.0,76.23,16.0,3.0,18.75,3.0,1.0,33.33,24.0,212.0,2135.159,107.0,887.46,4.0,0.0,3.0,0.0,10.072,8.294,66.0,25.0,103.0,7.0,71.0,194.0,96.0,49.485,90.0,44.0,48.889,8.0,0.0,30.0,0.0,2.0,,,,,,,,,,,
469130,NFO,20,Nottingham Forest FC,Lorenzo Lucca,Nottingham Forest,Nottm Forest,1qtaiy11gswx327s0vkibf70n,Lorenzo,Forward,Lucca,17,2000-09-10,6w6ewzxircqxk6dsrs1rvc8ru,Striker,25.72,4.0,127.0,1.0,0.79,0.21,4.0,1.0,25.0,0.2,1.0,0.79,0.21,4.0,1.0,25.0,0.2,127.0,4.0,1.0,1.0,6.67,0.0,0.013,0.013,0.0,0.0,16.0,9.0,56.25,7.0,3.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,33.317,1.0,-8.715,0.0,0.0,0.0,0.0,11.106,-8.715,0.0,1.0,3.0,0.0,3.0,7.0,2.0,28.571,9.0,5.0,55.556,0.0,0.0,1.0,0.0,2.0,,,,,,,,,,,
469142,BHA,6,Brighton & Hove Albion FC,Jan Paul van Hecke,Brighton & Hove Albion,Brighton,e5p0ehyguld7egzhiedpdnc3w,Jan Paul,Defender,van Hecke,36,2000-06-08,2gj7h5fxuh4y0tbp6j308yk4q,Central Defender,25.98,36.0,3211.0,3.0,3.3,-0.3,23.0,10.0,13.04,0.14,3.0,3.3,-0.3,23.0,10.0,13.04,0.14,3211.0,36.0,13.0,10.0,0.41,0.0,1.616,1.611,3.0,2.0,2521.0,2198.0,87.19,499.0,333.0,66.73,23.0,10.0,43.48,1.0,0.0,0.0,36.0,919.0,10668.109,599.0,7212.135,3.0,0.0,3.0,0.0,11.608,12.04,53.0,47.0,113.0,28.0,189.0,148.0,95.0,64.189,194.0,114.0,58.763,9.0,0.0,27.0,1.0,4.0,,,,,,,,,,,
469247,AVL,19,Aston Villa FC,Samuel Iling-Junior,Aston Villa,Aston Villa,b496gs285it6bheuikox6z9mj,Samuel,Forward,Iling-Junior,7,2003-10-04,469247,Winger,22.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
469272,BUR,17,Burnley FC,Loum Tchaouna,Burnley,Burnley,64bxxwu2mv2qqlv0monbkj1om,Loum,Forward,Tchaouna,90,2003-09-08,97nqu0mjr4ulkoiqn3y6nsmzu,Winger,22.73,29.0,1270.0,2.0,1.25,0.75,23.0,9.0,8.7,0.05,2.0,1.25,0.75,23.0,9.0,8.7,0.05,1270.0,29.0,13.0,12.0,3.56,0.0,0.928,0.928,1.0,1.0,342.0,257.0,75.15,143.0,98.0,68.53,34.0,10.0,29.41,1.0,0.0,0.0,27.0,97.0,1197.257,58.0,664.335,4.0,1.0,8.0,0.0,12.343,11.454,18.0,2.0,38.0,1.0,10.0,97.0,40.0,41.237,39.0,14.0,35.897,2.0,0.0,13.0,0.0,1.0,,,,,,,,,,,
470313,NEW,27,Newcastle United FC,Nick Woltemade,Newcastle United,Newcastle,7vn2i2kd35zuetw6b38gw9jsz,Nick,Forward,Woltemade,4,2002-02-14,2kd2kqh0ykd5iuziic6590gve,Second Striker,24.29,33.0,1912.0,8.0,6.59,1.41,32.0,13.0,25.0,0.21,7.0,5.81,1.19,31.0,12.0,22.58,0.19,1912.0,33.0,22.0,19.0,4.97,0.0,1.532,1.532,3.0,3.0,384.0,293.0,76.3,169.0,115.0,68.05,3.0,0.0,0.0,4.0,2.0,50.0,31.0,109.0,1150.645,47.0,380.625,1.0,0.0,4.0,0.0,10.556,8.098,24.0,5.0,53.0,2.0,21.0,150.0,57.0,38.0,91.0,35.0,38.462,0.0,0.0,20.0,0.0,8.0,,,,,,,,,,,
470315,NFO,25,Nottingham Forest FC,Luca Netz,Nottingham Forest,Nottm Forest,1qtaiy11gswx327s0vkibf70n,Luca,Defender,Netz,17,2003-05-15,22zaq3o78o5feeogqdsvig02y,Full Back,23.05,7.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,7.0,2.0,2.0,2.02,0.0,0.419,0.418,0.0,0.0,100.0,83.0,83.0,25.0,21.0,84.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,34.0,415.087,19.0,177.765,0.0,0.0,2.0,0.0,12.208,9.356,12.0,3.0,15.0,3.0,9.0,25.0,16.0,64.0,11.0,2.0,18.182,0.0,0.0,5.0,0.0,0.0,,,,,,,,,,,
472713,BRE,2,Brentford FC,Aaron Hickey,Brentford,Brentford,7yx5dqhhphyvfisohikodajhv,Aaron,Defender,Hickey,94,2002-06-10,9xfrrmf19uv4i69ge0kg1hh7u,Full Back,23.98,21.0,685.0,0.0,0.45,-0.45,6.0,1.0,0.0,0.08,0.0,0.45,-0.45,6.0,1.0,0.0,0.08,685.0,21.0,0.0,0.0,0.0,0.0,0.138,0.127,0.0,0.0,286.0,239.0,83.57,59.0,38.0,64.41,4.0,0.0,0.0,0.0,0.0,0.0,16.0,63.0,629.833,22.0,211.05,0.0,0.0,0.0,0.0,9.997,9.593,15.0,8.0,35.0,6.0,23.0,48.0,24.0,50.0,18.0,9.0,50.0,1.0,0.0,7.0,0.0,0.0,,,,,,,,,,,
472769,MCI,33,Manchester City FC,Nico O'Reilly,Manchester City,Man City,a3nyxabgsqlnqfkeg41m6tnpp,Nico,Midfielder,O'Reilly,43,2005-03-21,drh7wx5zz8c4dwa9o8mrigjro,Central Midfielder,21.19,34.0,2648.0,5.0,6.03,-1.03,41.0,15.0,12.2,0.15,5.0,6.03,-1.03,41.0,15.0,12.2,0.15,2648.0,34.0,23.0,20.0,1.52,0.0,2.686,2.677,3.0,3.0,1354.0,1167.0,86.19,402.0,326.0,81.09,38.0,9.0,23.68,1.0,1.0,100.0,34.0,368.0,4290.915,213.0,2464.56,6.0,1.0,5.0,0.0,11.66,11.571,68.0,20.0,109.0,11.0,72.0,246.0,110.0,44.715,97.0,51.0,52.577,5.0,0.0,45.0,0.0,1.0,,,,,,,,,,,
474907,EVE,64,Everton FC,Reece Welch,Everton,Everton,ehd2iemqmschhj2ec0vayztzz,Reece,Defender,Welch,11,2003-09-19,474907,Central Defender,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
475168,CHE,20,Chelsea FC,João Pedro,Chelsea,Chelsea,9q0arba2kbnywth8bkxlhgmdr,João Pedro,Forward,Junqueira de Jesus,8,2001-09-26,eaqqezw2ed1u0tt3zc128mr1m,Striker,24.68,35.0,2674.0,15.0,14.96,0.04,73.0,28.0,20.55,0.2,15.0,14.96,0.04,73.0,28.0,20.55,0.2,2674.0,35.0,29.0,24.0,3.53,0.0,1.998,1.998,5.0,4.0,693.0,522.0,75.32,287.0,196.0,68.29,18.0,1.0,5.56,14.0,5.0,35.71,35.0,285.0,3167.266,135.0,1515.045,14.0,2.0,6.0,0.0,11.113,11.223,27.0,7.0,72.0,4.0,27.0,252.0,122.0,48.413,154.0,74.0,48.052,5.0,0.0,38.0,0.0,16.0,,,,,,,,,,,
476887,NFO,29,Nottingham Forest FC,Dilane Bakwa,Nottingham Forest,Nottm Forest,1qtaiy11gswx327s0vkibf70n,Dilane,Forward,Bakwa,17,2002-08-26,jvtea24o3s6ze8etqk0rqgru,Striker,23.76,14.0,552.0,0.0,0.55,-0.55,9.0,3.0,0.0,0.06,0.0,0.55,-0.55,9.0,3.0,0.0,0.06,552.0,14.0,11.0,7.0,3.68,18.18,1.014,0.787,2.0,2.0,196.0,155.0,79.08,89.0,67.0,75.28,28.0,6.0,21.43,2.0,1.0,50.0,14.0,96.0,1097.982,54.0,536.445,4.0,0.0,3.0,1.0,11.437,9.934,4.0,0.0,28.0,1.0,2.0,59.0,26.0,44.068,5.0,1.0,20.0,1.0,0.0,9.0,0.0,0.0,,,,,,,,,,,
